key,rankings
207YS0012X,"[(1245260470, 269)]"
207YX0602X,"[(1245260470, 269)]"
208200000X,"[(1366542789, 304), (1750324257, 304), (1881637098, 304)]"
207WX0107X,"[(1043261373, 269), (1164637153, 269), (1285888628, 269), (1376723759, 269), (1790054393, 269)]"
3336S0011X,"[(1154384899, 269)]"
3336C0003X,"[(1154384899, 269)]"
208100000X,"[(1033118955, 304), (1003001371, 10), (1427086198, 10), (1871880922, 10), (1073584041, 304)]"
2081N0008X,"[(1871880922, 10)]"
207NS0135X,"[(1083617856, 304)]"
152W00000X,"[(1225078983, 269)]"
207VF0040X,"[(1205912847, 269)]"
207QG0300X,"[(1215121512, 269), (1225253099, 65)]"
261QE0800X,"[(1346208642, 269)]"
2086S0129X,"[(1407061039, 269)]"
207ZP0101X,"[(1598784738, 269)]"
2081S0010X,"[(1245462837, 10)]"
207RA0000X,"[(1780796276, 14), (1922100346, 14)]"
111N00000X,"[(1003002098, 2)]"
111NN1001X,"[(1003002098, 2)]"
261QS0132X,"[(1053378265, 36)]"
282E00000X,"[(1558436006, 16)]"
103TC0700X,"[(1932413150, 16)]"
